assumed_late_reduction_share,late_orders,gmv_delivered_late_brl,orders_moved_to_on_time,one_star_pct_late,one_star_pct_on_time,est_one_star_reviews_avoided,people_first_order_late,people_moved_to_on_time,repeat_pct_after_late_first_order,repeat_pct_after_on_time_first_order,est_extra_repeat_orders,avg_order_gmv_brl,est_extra_repeat_gmv_brl
0.5,6534,985924,3267,54.2,6.8,1546,6355,3178,2.52,3.04,16,137.04,2256
